,Date,User,Tweet
0,2023-04-14 17:12:04+00:00,https://twitter.com/RER_A,@Mlj_Amine Je serai présente à partir de 6h ! Anna
1,2023-04-14 17:10:26+00:00,https://twitter.com/RER_A,@Mlj_Amine Merci Amine je vous souhaite également une bonne soirée ainsi qu'un bon week-end ! Je serai bien présente la semaine prochaine 😊 Anna
2,2023-04-14 17:08:29+00:00,https://twitter.com/RER_A,"@EguiStark Bonjour M, je transmets votre message ! Anna"
