,Date,User,Tweet
0,2023-04-19 09:43:22+00:00,https://twitter.com/LIGNEP_SNCF,"@incogni___ Bonjour, en effet le trafic est interrompu entre Coulommiers et Tournan de 9h à 15h30 jusqu'au 21 Avril.
Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires."
1,2023-04-19 09:29:39+00:00,https://twitter.com/LIGNEP_SNCF,"@Alexys_drt Pas de soucis, je transmets l'information aux équipes. Il est également possible de scanner le  QR code à bord de vos trains afin de faire remonter cette information. Bonne journée à vous !"
2,2023-04-19 09:24:49+00:00,https://twitter.com/LIGNEP_SNCF,"@Alexys_drt Bonjour, afin de traiter votre demande au mieux pouvez-vous me préciser votre problématique ?"
